,Release Date,Title,Genre,Runtime,Budget,Revenue
101,1970-12-16,Love Story,Drama,99.0,2200000.0,136400000.0
102,1970-02-18,M*A*S*H,Comedy,116.0,3500000.0,81600000.0
103,1970-01-25,Patton,Drama,172.0,12000000.0,89800000.0
104,1971-12-19,A Clockwork Orange,Science Fiction,137.0,2200000.0,26589000.0
105,1971-11-03,Fiddler on the Roof,Drama,181.0,9000000.0,83304330.0
106,1971-10-09,The French Connection,Action,104.0,1800000.0,41158757.0
107,1971-10-03,The Last Picture Show,Drama,119.0,1300000.0,29133000.0
108,1971-11-29,Nicholas and Alexandra,Romance,189.0,0.0,0.0
109,1972-02-13,Cabaret,Drama,124.0,6000000.0,0.0
110,2007-09-18,BloodRayne: Deliverance,Action,99.0,10000000.0,0.0
111,1971-03-08,The Emigrants,Drama,191.0,0.0,0.0
112,1972-03-14,The Godfather,Drama,175.0,6000000.0,245066411.0
113,1972-09-24,Sounder,Drama,105.0,0.0,0.0
114,1973-08-01,American Graffiti,Comedy,110.0,777000.0,140000000.0
115,1972-12-21,Cries and Whispers,Drama,95.0,400000.0,0.0
116,1973-05-31,The Exorcist,Horror,122.0,8000000.0,441306145.0
117,1973-12-25,The Sting,Comedy,129.0,5500000.0,159616327.0
118,1973-01-01,A Touch of Class,Comedy,106.0,0.0,18312000.0
119,1974-06-20,Chinatown,Crime,130.0,6000000.0,30000000.0
120,1974-04-07,The Conversation,Crime,113.0,1600000.0,4420000.0
121,1974-12-20,The Godfather: Part II,Drama,202.0,13000000.0,102600000.0
122,1974-11-10,Lenny,Drama,111.0,0.0,0.0
123,1974-12-14,The Towering Inferno,Action,165.0,14000000.0,116000000.0
124,1975-11-26,Barry Lyndon,Drama,185.0,11000000.0,20000000.0
125,1975-09-21,Dog Day Afternoon,Crime,125.0,1800000.0,46665856.0
126,1975-06-18,Jaws,Horror,124.0,7000000.0,470653000.0
127,1975-06-11,Nashville,Drama,160.0,2200000.0,10.0
128,1975-11-18,One Flew Over the Cuckoo's Nest,Drama,133.0,3000000.0,108981275.0
129,1976-04-04,All the President's Men,Drama,138.0,8500000.0,70600000.0
130,1976-12-05,Bound for Glory,Music,147.0,0.0,0.0
131,1976-11-01,Network,Drama,122.0,3800000.0,23689877.0
132,1976-11-21,Rocky,Drama,119.0,1000000.0,117235147.0
133,1976-02-09,Taxi Driver,Crime,114.0,1300000.0,28262574.0
134,1977-04-19,Annie Hall,Comedy,93.0,4000000.0,38251425.0
135,1977-11-27,The Goodbye Girl,Comedy,111.0,0.0,102000000.0
136,2009-08-06,Julie & Julia,Romance,123.0,40000000.0,129540499.0
